_id,state.environment,state.map,state.turbine,state.binary,results.profit,changedSimSpeed,correctPower,results.correct,results.medianTimeOnTask,results.over,results.under,results.score,repairedTurbine,turbineOnOff,results.name,userId
ObjectId(5a9670c9907a2e77c94abb59),fields,1,D,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,true,6.3122918737541625,1,16.943519661129606,76.74418846511624,8,true,true,ΠΕΤΠΕΤ,9188511fce4f0b96b6d6eff15866e57022e983d7
ObjectId(5a9670c9907a2e77c94abb5a),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,3.986710960132891,0,25.913619740863805,70.09966929900331,7,true,true,ΔΟΔΑΛΕ,c17d7cb288c3f992ec3c9c869d014e78292cb345
ObjectId(5a9670c9907a2e77c94abb5b),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,false,,,,,,false,false,,0891143d82b9ea285c093ce30a6aa1b572144ab2
ObjectId(5a9670c9907a2e77c94abb5c),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,7.440476265128968,0,35.714285714285715,56.84523802058533,7,true,true,TZEBAG,9a57bb31061f49188f516073a3da6df075926691
ObjectId(5a9670c9907a2e77c94abb5d),,5,,",0,0,0,0,0,1,0,0,0,0,",,false,true,,,,,,true,true,,c078b28cc1c2a29af04c0658d0a17ebf10a3457d
ObjectId(5a9670c9907a2e77c94abb5e),mountains,4,D,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41747572815534,0.5,0.5",true,false,false,3.9867113588040226,1,12.624581136212305,83.38870750498369,7,true,true,SEFNIK,ce855ef2a3de974a6c610a6f885669438cb8687b
ObjectId(5a9670c9907a2e77c94abb5f),,2,E,",0,0,0,0,0,0,0,0,1,0,0,0,0.223300970873786,0.5,0.25",true,false,true,13.953489999999999,0,20.59801,65.4485,,true,true,None,09450164bb3cf77c2dad822e85bf93037b709ca9
ObjectId(5a9670c9907a2e77c94abb60),,,,",,",,false,false,,,,,,false,false,,ad29304cf151ecd3a88ab12675d6ea2ed7f150f9
ObjectId(5a9670c9907a2e77c94abb61),fields,,,"0,0,0,0,1,,",true,false,true,13.953489999999999,0,20.59801,65.4485,6,true,true,None,baa0fc085652a40afc7e7fef7b071209a4308e5c
ObjectId(5a9670c9907a2e77c94abb62),mountains,2,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",true,false,true,11.764707965397752,0,31.764704424221577,56.47058761038068,5,true,true,MASNIK,b870f5b17cc7006f1f95bc3d92c14a49b2a4234c
ObjectId(5a9670c9907a2e77c94abb63),,1,H,",0,0,0,0,0,0,0,0,0,1,0,0,0.223300970873786,0.5,0.25",true,false,true,17.27575,0,20.26578,62.45847,3,true,true,ΠΡΙΓΙΑ,3f2a2d840e746808f5aa0ecffb3f7f77f69167e0
ObjectId(5a9670c9907a2e77c94abb64),seashore,2,,"0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,",true,false,true,17.27575,1,20.26578,62.45847,,true,true,ΠΑΠΝΙΚ,434bd6c2e2967e049314385bf6b7de4b7ff7af88
ObjectId(5a9670c9907a2e77c94abb65),,4,B,",0,0,0,0,0,0,1,0,0,0,0,0,0.41747572815534,0.5,0.5",true,false,true,0.7772021480939114,0,34.19689202079522,65.02590583111088,,true,true,ΜΑΡΜΥΛ,b417eeb3e30c9a92e0052f1e58cbb6066149c0a7
ObjectId(5a9670c9907a2e77c94abb66),fields,2,D,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",true,false,true,0,0,16.6113,83.38870000000001,8,true,true,ΑΛΕΣΤΑ,1e4f4daa7bf6f53bda039d294f9932ec2f0bc0be
ObjectId(5a9670c9907a2e77c94abb67),mountains,1,E,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.223300970873786,0.5,0.25",false,false,true,0,0,0,100,7,true,true,ΜΑΡΜΥΛ,b09f1360692df6f75096c5ea2e6b1119ad463679
ObjectId(5a9670c9907a2e77c94abb68),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,true,,,,,,true,true,,61c648edbffbe1ee8279b457093d955200923c15
ObjectId(5a9670c9907a2e77c94abb69),,,B,",,0,0,0.41747572815534,0.5,0.5",true,false,true,3.654484817275759,0,22.923588853820558,73.42192632890368,6,true,true,ΜΑΡΜΥΛ,e8ce781ba79331aa3f9ec5c90f4ab7ff59236560
ObjectId(5a9670c9907a2e77c94abb6a),seashore,,,"0,0,0,1,0,,",true,false,true,2.475247801980176,0,24.75247801980176,72.77227417821805,,true,true,ΧΡΗΜΑΤ,e0a0669f7cd6379be26de910fb93eb257cd21407
ObjectId(5a9670c9907a2e77c94abb6b),,,,,,false,,,,,,,false,false,,201f88671f9287077bb1fcbcbfb2397d3f951e5a
ObjectId(5a9670c9907a2e77c94abb6c),,,,",,",,false,false,,,,,,false,false,,d78bef379ff99e6dfcd383e6480d29e384b8358e
ObjectId(5a9670c9907a2e77c94abb6d),fields,4,,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,",false,false,true,11.479030267044806,0,22.07505411687597,66.44591561607923,8,true,true,ΒΑΣΒΕΛ,a1cded54e59030e748ba672227514e8021435a09
ObjectId(5a9670c9907a2e77c94abb6e),seashore,,I,"0,0,0,1,0,,0,0,0,0.105263157894737,0",,false,false,,,,,,false,false,,2fd20f475c5f6bdccea249206f7a5bc7b1d9734e
ObjectId(5a9670c9907a2e77c94abb6f),fields,2,,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,",,false,false,,,,,,true,true,,9e8557a93e8c438c73d9e2ec0d0364fe619c889a
ObjectId(5a9670c9907a2e77c94abb70),mountains,3,H,"0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.223300970873786,0.5,0.25",true,false,true,2.5213607122208797,0,23.350645757136025,74.1279935306431,3,true,true,ΜΑΛΡΕΝ,755f126b776ddab0b29b61fcf29bd0592fb32792
ObjectId(5a9670c9907a2e77c94abb71),,2,D,",0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,false,false,,83fd034f67bfcd52523ce39ecbb4a77e7f1a5d4d
ObjectId(5a9670c9907a2e77c94abb72),,,,,,false,,,,,,,false,false,,47e798e6cbc83103a31790bfcd526e2b86c7e3da
ObjectId(5a9670c9907a2e77c94abb73),,,,,,false,,,,,,,false,false,,9df6c88b4183f35977591334dbafe090e1b943d7
ObjectId(5a9670c9907a2e77c94abb74),fields,4,D,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,true,true,,f4bd7484f58ccc325aaf917143b5c477e69cae73
ObjectId(5a9670c9907a2e77c94abb75),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",,false,true,,,,,,true,true,,9afb1dc6294d0114620b7183faa6474d623d9274
ObjectId(5a9670c9907a2e77c94abb76),,3,,",0,0,0,0,0,0,0,1,0,0,",,false,false,,,,,,false,false,,d4ee02265141e89816c9da6e17e05bbd6796bea8
ObjectId(5a9670c9907a2e77c94abb77),,1,A,",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",,false,true,,,,,,true,true,,0b2d384f339ac28e747e396883d76a76ddd52f69
ObjectId(5a9670c9907a2e77c94abb78),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,12.538224469975342,0,23.241591537094756,64.2201839929299,4,true,true,ΧΡΥΝΕΦ,5263576a26595663ee014aeb25f00d1f6a9b006f
